ID seqnames start end width strand source gene_id gene_type gene_name level hgnc_id havana_gene tag start_v38 end_v38 width_v38 gene_id_v38 gene_type_v38 gene_name_v38 level_v38 hgnc_id_v38 havana_gene_v38 tag_v38
1880776 AMOTL1 chr11 94706431 94876748 170318 + HAVANA ENSG00000166025.18 protein_coding AMOTL1 1 HGNC:17811 OTTHUMG00000167828.5 NA NA NA NA NA NA NA NA NA NA NA
1205540 TMEM184A chr7 1542235 1560821 18587 - HAVANA ENSG00000164855.16 protein_coding TMEM184A 2 HGNC:28797 OTTHUMG00000119025.13 NA NA NA NA NA NA NA NA NA NA NA
1776632 LUZP2 chr11 24496970 25082638 585669 + HAVANA ENSG00000187398.12 protein_coding LUZP2 2 HGNC:23206 OTTHUMG00000166109.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1015421 SYNPO chr5 150601080 150659207 58128 + HAVANA ENSG00000171992.13 protein_coding SYNPO 2 HGNC:30672 OTTHUMG00000130078.3 NA NA NA NA NA NA NA NA NA NA NA
1327371 TMEM209 chr7 130164713 130207770 43058 - HAVANA ENSG00000146842.17 protein_coding TMEM209 2 HGNC:21898 OTTHUMG00000157653.3 NA NA NA NA NA NA NA NA NA NA NA
2153057 STK24 chr13 98445185 98577940 132756 - HAVANA ENSG00000102572.15 protein_coding STK24 1 HGNC:11403 OTTHUMG00000017250.3 NA NA NA NA NA NA NA NA NA NA NA
2226630 ACTN1 chr14 68874128 68979440 105313 - HAVANA ENSG00000072110.16 protein_coding ACTN1 1 HGNC:163 OTTHUMG00000171386.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1561156 ZBTB6 chr9 122908056 122913323 5268 - HAVANA ENSG00000186130.5 protein_coding ZBTB6 2 HGNC:16764 OTTHUMG00000020628.2 NA NA NA NA NA NA NA NA NA NA NA
1002283 ZMAT2 chr5 140698680 140706686 8007 + HAVANA ENSG00000146007.11 protein_coding ZMAT2 1 HGNC:26433 OTTHUMG00000129503.9 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2567365 RNASEK chr17 7012417 7014532 2116 + HAVANA ENSG00000219200.12 protein_coding RNASEK 1 HGNC:33911 OTTHUMG00000170145.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
849428 LARP7 chr4 112637077 112657696 20620 + HAVANA ENSG00000174720.18 protein_coding LARP7 1 HGNC:24912 OTTHUMG00000132909.8 NA 112637107 112657592 20486 ENSG00000174720.16 NA NA NA NA NA NA
784352 C1QTNF7 chr4 15339818 15446167 106350 + HAVANA ENSG00000163145.13 protein_coding C1QTNF7 1 HGNC:14342 OTTHUMG00000097095.5 NA NA NA NA NA NA NA NA NA NA NA
1384189 FZD3 chr8 28494205 28574267 80063 + HAVANA ENSG00000104290.11 protein_coding FZD3 2 HGNC:4041 OTTHUMG00000102145.6 ncRNA_host NA NA NA NA NA NA NA NA NA NA
2806723 DOT1L chr19 2163933 2232578 68646 + HAVANA ENSG00000104885.19 protein_coding DOT1L 1 HGNC:24948 OTTHUMG00000150431.7 NA NA NA NA ENSG00000104885.18 NA NA NA NA NA NA
512101 PECR chr2 215996329 216082955 86627 - HAVANA ENSG00000115425.14 protein_coding PECR 1 HGNC:18281 OTTHUMG00000154825.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
672898 IGSF11 chr3 118900557 119146068 245512 - HAVANA ENSG00000144847.13 protein_coding IGSF11 1 HGNC:16669 OTTHUMG00000159387.5 NA NA NA NA NA NA NA NA NA NA NA
1753483 STK33 chr11 8391868 8594289 202422 - HAVANA ENSG00000130413.16 protein_coding STK33 2 HGNC:14568 OTTHUMG00000140275.9 NA NA NA NA ENSG00000130413.15 NA NA NA NA NA NA
100502 ORC1 chr1 52372829 52404423 31595 - HAVANA ENSG00000085840.13 protein_coding ORC1 2 HGNC:8487 OTTHUMG00000008104.5 NA NA NA NA NA NA NA NA NA NA NA
1623429 ANKRD26 chr10 26973793 27100494 126702 - HAVANA ENSG00000107890.17 protein_coding ANKRD26 1 HGNC:29186 OTTHUMG00000017851.1 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1595639 CCDC183 chr9 136796338 136807741 11404 + HAVANA ENSG00000213213.14 protein_coding CCDC183 2 HGNC:28236 OTTHUMG00000159445.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1541603 MRPL50 chr9 101387633 101398618 10986 - HAVANA ENSG00000136897.8 protein_coding MRPL50 2 HGNC:16654 OTTHUMG00000020384.2 NA NA NA NA NA NA NA NA NA NA NA
2937980 ODAD1 chr19 48296457 48321971 25515 - HAVANA ENSG00000105479.16 protein_coding ODAD1 2 HGNC:26560 OTTHUMG00000156161.5 NA NA NA NA NA NA NA NA NA NA NA
2125133 CCDC169.SOHLH2 chr13 36168794 36297842 129049 - HAVANA ENSG00000250709.1 protein_coding CCDC169-SOHLH2 2 HGNC:38866 OTTHUMG00000162258.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
419557 TTL chr2 112482156 112541739 59584 + HAVANA ENSG00000114999.8 protein_coding TTL 2 HGNC:21586 OTTHUMG00000131316.4 NA NA NA NA NA NA NA NA NA NA NA
2235831 LTBP2 chr14 74498183 74612378 114196 - HAVANA ENSG00000119681.12 protein_coding LTBP2 1 HGNC:6715 OTTHUMG00000171476.4 NA NA NA NA NA NA NA NA NA NA NA
2969202 SHISA7 chr19 55428740 55443300 14561 - HAVANA ENSG00000187902.13 protein_coding SHISA7 2 HGNC:35409 OTTHUMG00000154240.2 NA NA NA NA NA NA NA NA NA NA NA
1944721 GNB3 chr12 6839954 6847393 7440 + HAVANA ENSG00000111664.11 protein_coding GNB3 2 HGNC:4400 OTTHUMG00000168517.4 NA NA NA NA NA NA NA NA NA NA NA
3149859 PNPLA3 chr22 43923792 43964488 40697 + HAVANA ENSG00000100344.11 protein_coding PNPLA3 2 HGNC:18590 OTTHUMG00000150555.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2415567 PKD1 chr16 2088708 2135898 47191 - HAVANA ENSG00000008710.20 protein_coding PKD1 1 HGNC:9008 OTTHUMG00000155795.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1737468 CHID1 chr11 867859 915058 47200 - HAVANA ENSG00000177830.18 protein_coding CHID1 2 HGNC:28474 OTTHUMG00000133314.6 NA NA NA NA NA NA NA NA NA NA NA
1347077 GIMAP6 chr7 150625375 150632648 7274 - HAVANA ENSG00000133561.15 protein_coding GIMAP6 2 HGNC:21918 OTTHUMG00000159137.3 NA NA NA NA NA NA NA NA NA NA NA
716428 PFN2 chr3 149964904 150050788 85885 - HAVANA ENSG00000070087.15 protein_coding PFN2 1 HGNC:8882 OTTHUMG00000159683.5 overlapping_locus NA NA NA ENSG00000070087.14 NA NA NA NA NA NA
674167 POPDC2 chr3 119636457 119665324 28868 - HAVANA ENSG00000121577.14 protein_coding POPDC2 1 HGNC:17648 OTTHUMG00000159438.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
810177 UBA6 chr4 67612652 67701155 88504 - HAVANA ENSG00000033178.13 protein_coding UBA6 2 HGNC:25581 OTTHUMG00000129299.7 NA NA NA NA NA NA NA NA NA NA NA
1925457 JAM3 chr11 134069071 134152001 82931 + HAVANA ENSG00000166086.13 protein_coding JAM3 1 HGNC:15532 OTTHUMG00000167130.7 NA NA NA NA NA NA NA NA NA NA NA
890055 PALLD chr4 168497052 168928457 431406 + HAVANA ENSG00000129116.19 protein_coding PALLD 1 HGNC:17068 OTTHUMG00000161097.11 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2321923 B2M chr15 44711358 44718851 7494 + HAVANA ENSG00000166710.23 protein_coding B2M 2 HGNC:914 OTTHUMG00000131247.4 NA 44711487 NA 7365 ENSG00000166710.21 NA NA NA NA NA NA
1355335 SHH chr7 155799980 155812463 12484 - HAVANA ENSG00000164690.8 protein_coding SHH 2 HGNC:10848 OTTHUMG00000151349.3 NA NA NA NA NA NA NA NA NA NA NA
1617125 TRDMT1 chr10 17137336 17202054 64719 - HAVANA ENSG00000107614.22 protein_coding TRDMT1 1 HGNC:2977 OTTHUMG00000017745.13 NA NA NA NA NA NA NA NA NA NA NA
18600 ERRFI1 chr1 8004404 8026309 21906 - HAVANA ENSG00000116285.13 protein_coding ERRFI1 1 HGNC:18185 OTTHUMG00000001221.4 NA NA NA NA NA NA NA NA NA NA NA
2761246 GAREM1 chr18 32124877 32470882 346006 - HAVANA ENSG00000141441.16 protein_coding GAREM1 1 HGNC:26136 OTTHUMG00000132273.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2532836 SLC38A8 chr16 84009667 84042795 33129 - HAVANA ENSG00000166558.11 protein_coding SLC38A8 1 HGNC:32434 OTTHUMG00000176588.2 ncRNA_host NA NA NA NA NA NA NA NA NA NA
2976302 ZSCAN22 chr19 58326994 58342332 15339 + HAVANA ENSG00000182318.6 protein_coding ZSCAN22 2 HGNC:4929 OTTHUMG00000183463.2 ncRNA_host NA NA NA NA NA NA NA NA NA NA
3009798 EIF2S2 chr20 34088309 34112243 23935 - HAVANA ENSG00000125977.7 protein_coding EIF2S2 2 HGNC:3266 OTTHUMG00000032287.3 NA NA NA NA NA NA NA NA NA NA NA
2974025 ZNF530 chr19 57599885 57612722 12838 + HAVANA ENSG00000183647.11 protein_coding ZNF530 2 HGNC:29297 OTTHUMG00000183469.2 NA NA NA NA NA NA NA NA NA NA NA
752294 BCL6 chr3 187721377 187745725 24349 - HAVANA ENSG00000113916.18 protein_coding BCL6 1 HGNC:1001 OTTHUMG00000156441.4 NA NA NA NA NA NA NA NA NA NA NA
2611878 RNF135 chr17 30970984 30999911 28928 + HAVANA ENSG00000181481.14 protein_coding RNF135 1 HGNC:21158 OTTHUMG00000132867.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
77588 CTPS1 chr1 40979300 41012565 33266 + HAVANA ENSG00000171793.17 protein_coding CTPS1 2 HGNC:2519 OTTHUMG00000005712.13 NA 40979688 NA 32878 ENSG00000171793.16 NA NA NA NA NA NA
1955248 TAS2R14 chr12 10937408 11171573 234166 - HAVANA ENSG00000212127.6 protein_coding TAS2R14 2 HGNC:14920 OTTHUMG00000162720.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
345722 ABCG8 chr2 43831942 43882988 51047 + HAVANA ENSG00000143921.9 protein_coding ABCG8 2 HGNC:13887 OTTHUMG00000128756.6 NA NA NA NA NA NA NA NA NA NA NA
3194025 CFP chrX 47623172 47630305 7134 - HAVANA ENSG00000126759.14 protein_coding CFP 2 HGNC:8864 OTTHUMG00000021451.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2997265 RBBP9 chr20 18486540 18497225 10686 - HAVANA ENSG00000089050.16 protein_coding RBBP9 2 HGNC:9892 OTTHUMG00000031972.5 NA NA NA NA NA NA NA NA NA NA NA
3223538 PBDC1 chrX 76173040 76178314 5275 + HAVANA ENSG00000102390.11 protein_coding PBDC1 2 HGNC:28790 OTTHUMG00000021876.3 NA NA NA NA NA NA NA NA NA NA NA
2019842 SPRYD4 chr12 56468578 56479708 11131 + HAVANA ENSG00000176422.14 protein_coding SPRYD4 2 HGNC:27468 OTTHUMG00000187405.4 NA NA NA NA NA NA NA NA NA NA NA
1040596 RMND5B chr5 178130996 178150568 19573 + HAVANA ENSG00000145916.19 protein_coding RMND5B 2 HGNC:26181 OTTHUMG00000130897.4 NA NA NA NA NA NA NA NA NA NA NA
1427879 PIP4P2 chr8 90993802 91040872 47071 - HAVANA ENSG00000155099.8 protein_coding PIP4P2 2 HGNC:25452 OTTHUMG00000164019.3 NA NA NA NA NA NA NA NA NA NA NA
1946678 C1S chr12 6988259 7071032 82774 + HAVANA ENSG00000182326.16 protein_coding C1S 1 HGNC:1247 OTTHUMG00000150305.5 overlapping_locus NA NA NA ENSG00000182326.15 NA NA NA NA NA NA
1672572 ANXA11 chr10 80150889 80205572 54684 - HAVANA ENSG00000122359.18 protein_coding ANXA11 2 HGNC:535 OTTHUMG00000018604.4 NA NA NA NA NA NA NA NA NA NA NA
634672 ITIH4 chr3 52812962 52830688 17727 - HAVANA ENSG00000055955.17 protein_coding ITIH4 2 HGNC:6169 OTTHUMG00000159023.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3272505 MPP1 chrX 154778684 154821007 42324 - HAVANA ENSG00000130830.15 protein_coding MPP1 2 HGNC:7219 OTTHUMG00000024244.10 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2741381 SMCHD1 chr18 2655726 2805017 149292 + HAVANA ENSG00000101596.17 protein_coding SMCHD1 1 HGNC:29090 OTTHUMG00000178235.5 ncRNA_host NA NA NA ENSG00000101596.16 NA NA NA NA NA NA
2842163 RGL3 chr19 11384341 11419328 34988 - HAVANA ENSG00000205517.13 protein_coding RGL3 1 HGNC:30282 OTTHUMG00000172898.11 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1300609 RASA4 chr7 102579646 102616756 37111 - HAVANA ENSG00000105808.19 protein_coding RASA4 2 HGNC:23181 OTTHUMG00000150383.6 overlapping_locus 102573807 NA 42950 ENSG00000105808.18 NA NA NA NA NA NA
671014 NAA50 chr3 113716458 113746300 29843 - HAVANA ENSG00000121579.14 protein_coding NAA50 2 HGNC:29533 OTTHUMG00000159294.4 overlapping_locus NA NA NA ENSG00000121579.13 NA NA NA NA NA NA
1194407 IGF2R chr6 159969082 160113507 144426 + HAVANA ENSG00000197081.16 protein_coding IGF2R 2 HGNC:5467 OTTHUMG00000015945.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
101045 SHISAL2A chr1 52633168 52669683 36516 + HAVANA ENSG00000182183.15 protein_coding SHISAL2A 2 HGNC:28757 OTTHUMG00000008330.3 NA NA NA NA NA NA NA NA NA NA NA
306484 TRAPPC12 chr2 3379675 3485094 105420 + HAVANA ENSG00000171853.16 protein_coding TRAPPC12 1 HGNC:24284 OTTHUMG00000090328.5 NA NA NA NA NA NA NA NA NA NA NA
1298101 PLOD3 chr7 101205977 101218420 12444 - HAVANA ENSG00000106397.12 protein_coding PLOD3 2 HGNC:9083 OTTHUMG00000157111.5 NA NA NA NA NA NA NA NA NA NA NA
3069363 SON chr21 33543038 33577481 34444 + HAVANA ENSG00000159140.22 protein_coding SON 1 HGNC:11183 OTTHUMG00000065806.8 ncRNA_host NA NA NA ENSG00000159140.21 NA NA NA NA NA NA
669265 CCDC80 chr3 112596797 112649530 52734 - HAVANA ENSG00000091986.16 protein_coding CCDC80 1 HGNC:30649 OTTHUMG00000159265.4 NA NA NA NA NA NA NA NA NA NA NA
2046272 MYF6 chr12 80707634 80709474 1841 + HAVANA ENSG00000111046.4 protein_coding MYF6 2 HGNC:7566 OTTHUMG00000170165.2 NA NA NA NA NA NA NA NA NA NA NA
2028894 AVIL chr12 57797376 57818734 21359 - HAVANA ENSG00000135407.11 protein_coding AVIL 2 HGNC:14188 OTTHUMG00000170461.3 ncRNA_host NA 57818704 21329 ENSG00000135407.10 NA NA NA NA NA NA
318162 OSR1 chr2 19351485 19358623 7139 - HAVANA ENSG00000143867.7 protein_coding OSR1 2 HGNC:8111 OTTHUMG00000088793.3 NA NA NA NA NA NA NA NA NA NA NA
2205548 ATL1 chr14 50532509 50634017 101509 + HAVANA ENSG00000198513.14 protein_coding ATL1 2 HGNC:11231 OTTHUMG00000140297.8 NA NA NA NA NA NA NA NA NA NA NA
2041149 TBC1D15 chr12 71839707 71927248 87542 + HAVANA ENSG00000121749.16 protein_coding TBC1D15 2 HGNC:25694 OTTHUMG00000158553.5 NA NA NA NA NA NA NA NA NA NA NA
2755863 RMC1 chr18 23503470 23531822 28353 + HAVANA ENSG00000141452.10 protein_coding RMC1 1 HGNC:24326 OTTHUMG00000179239.5 NA NA NA NA NA NA NA NA NA NA NA
2593226 FLII chr17 18244815 18258738 13924 - HAVANA ENSG00000177731.16 protein_coding FLII 2 HGNC:3750 OTTHUMG00000059389.11 NA NA NA NA NA NA NA NA NA NA NA
1022679 THG1L chr5 157731420 157741449 10030 + HAVANA ENSG00000113272.14 protein_coding THG1L 2 HGNC:26053 OTTHUMG00000130254.5 NA NA NA NA NA NA NA NA NA NA NA
466878 CDCA7 chr2 173354820 173368997 14178 + HAVANA ENSG00000144354.15 protein_coding CDCA7 2 HGNC:14628 OTTHUMG00000132296.3 NA NA NA NA ENSG00000144354.14 NA NA NA NA NA NA
2024026 R3HDM2 chr12 57253762 57431043 177282 - HAVANA ENSG00000179912.21 protein_coding R3HDM2 1 HGNC:29167 OTTHUMG00000171568.8 overlapping_locus NA 57431005 177244 ENSG00000179912.20 NA NA NA NA NA NA
1894245 PPP2R1B chr11 111726908 111766389 39482 - HAVANA ENSG00000137713.16 protein_coding PPP2R1B 1 HGNC:9303 OTTHUMG00000166741.4 NA NA NA NA NA NA NA NA NA NA NA
244252 DENND1B chr1 197504748 197775696 270949 - HAVANA ENSG00000213047.13 protein_coding DENND1B 2 HGNC:28404 OTTHUMG00000035653.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1912465 POU2F3 chr11 120236640 120319945 83306 + HAVANA ENSG00000137709.10 protein_coding POU2F3 2 HGNC:19864 OTTHUMG00000166140.5 NA NA NA NA NA NA NA NA NA NA NA
247395 PKP1 chr1 201283452 201332993 49542 + HAVANA ENSG00000081277.13 protein_coding PKP1 2 HGNC:9023 OTTHUMG00000035729.3 NA NA NA NA NA NA NA NA NA NA NA
68155 TRAPPC3 chr1 36136570 36156053 19484 - HAVANA ENSG00000054116.12 protein_coding TRAPPC3 2 HGNC:19942 OTTHUMG00000007664.4 NA NA NA NA NA NA NA NA NA NA NA
46608 RSRP1 chr1 25242249 25338213 95965 - HAVANA ENSG00000117616.18 protein_coding RSRP1 2 HGNC:25234 OTTHUMG00000043611.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2319225 WDR76 chr15 43826980 43868412 41433 + HAVANA ENSG00000092470.12 protein_coding WDR76 1 HGNC:25773 OTTHUMG00000060143.12 NA NA NA NA NA NA NA NA NA NA NA
2922804 ZNF428 chr19 43607224 43619629 12406 - HAVANA ENSG00000131116.12 protein_coding ZNF428 2 HGNC:20804 OTTHUMG00000182734.4 NA NA NA NA NA NA NA NA NA NA NA
2364642 LMAN1L chr15 74812716 74825757 13042 + HAVANA ENSG00000140506.17 protein_coding LMAN1L 1 HGNC:6632 OTTHUMG00000142813.10 overlapping_locus NA NA NA NA NA NA NA NA NA NA
902825 PLEKHG4B chr5 92168 189972 97805 + HAVANA ENSG00000153404.15 protein_coding PLEKHG4B 2 HGNC:29399 OTTHUMG00000161570.2 NA 92151 NA 97822 ENSG00000153404.14 NA NA NA NA NA NA
2194703 SNX6 chr14 34561093 34630160 69068 - HAVANA ENSG00000129515.20 protein_coding SNX6 1 HGNC:14970 OTTHUMG00000140213.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
588038 GPD1L chr3 32105689 32168709 63021 + HAVANA ENSG00000152642.11 protein_coding GPD1L 2 HGNC:28956 OTTHUMG00000155846.3 NA NA NA NA NA NA NA NA NA NA NA
3090185 FTCD chr21 46136160 46155579 19420 - HAVANA ENSG00000160282.15 protein_coding FTCD 2 HGNC:3974 OTTHUMG00000090488.3 NA NA NA NA NA NA NA NA NA NA NA
2922785 SRRM5 chr19 43596617 43614498 17882 + HAVANA ENSG00000226763.5 protein_coding SRRM5 2 HGNC:37248 OTTHUMG00000165480.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
268690 RRP15 chr1 218285293 218337983 52691 + HAVANA ENSG00000067533.6 protein_coding RRP15 2 HGNC:24255 OTTHUMG00000039494.5 NA NA NA NA NA NA NA NA NA NA NA
1712588 C10orf82 chr10 116663696 116670264 6569 - HAVANA ENSG00000165863.17 protein_coding C10orf82 1 HGNC:28500 OTTHUMG00000019105.3 NA NA NA NA NA NA NA NA NA NA NA
338697 GPATCH11 chr2 37084518 37099244 14727 + HAVANA ENSG00000152133.17 protein_coding GPATCH11 2 HGNC:26768 OTTHUMG00000128469.4 NA 37084451 NA 14794 ENSG00000152133.16 NA NA NA NA NA NA
2334913 CCPG1 chr15 55340032 55408510 68479 - HAVANA ENSG00000260916.8 protein_coding CCPG1 1 HGNC:24227 OTTHUMG00000172678.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3055049 MYT1 chr20 64102394 64242253 139860 + HAVANA ENSG00000196132.14 protein_coding MYT1 2 HGNC:7622 OTTHUMG00000149988.8 NA NA NA NA NA NA NA NA NA NA NA
350055 PIGF chr2 46580937 46617055 36119 - HAVANA ENSG00000151665.13 protein_coding PIGF 2 HGNC:8962 OTTHUMG00000128816.6 NA NA NA NA NA NA NA NA NA NA NA
1825781 RASGRP2 chr11 64726911 64745456 18546 - HAVANA ENSG00000068831.19 protein_coding RASGRP2 2 HGNC:9879 OTTHUMG00000045420.38 NA NA NA NA NA NA NA NA NA NA NA
2965919 NLRP2 chr19 54953130 55001142 48013 + HAVANA ENSG00000022556.16 protein_coding NLRP2 2 HGNC:22948 OTTHUMG00000167763.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
340270 CYP1B1 chr2 38066973 38109902 42930 - HAVANA ENSG00000138061.12 protein_coding CYP1B1 1 HGNC:2597 OTTHUMG00000100970.9 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1151054 OSTM1 chr6 108041409 108165854 124446 - HAVANA ENSG00000081087.15 protein_coding OSTM1 2 HGNC:21652 OTTHUMG00000015317.7 NA NA NA NA NA NA NA NA NA NA NA
3103910 YDJC chr22 21628089 21630064 1976 - HAVANA ENSG00000161179.14 protein_coding YDJC 2 HGNC:27158 OTTHUMG00000150822.2 NA NA NA NA NA NA NA NA NA NA NA
1725427 EBF3 chr10 129835233 129973053 137821 - HAVANA ENSG00000108001.16 protein_coding EBF3 2 HGNC:19087 OTTHUMG00000019265.4 ncRNA_host NA NA NA NA NA NA NA NA NA NA
3140370 APOBEC3H chr22 39097224 39104067 6844 + HAVANA ENSG00000100298.16 protein_coding APOBEC3H 1 HGNC:24100 OTTHUMG00000151082.7 NA NA NA NA NA NA NA NA NA NA NA
2596544 EPN2 chr17 19215615 19336715 121101 + HAVANA ENSG00000072134.16 protein_coding EPN2 1 HGNC:18639 OTTHUMG00000187034.3 overlapping_locus NA NA NA ENSG00000072134.15 NA NA NA NA NA NA
1233178 SEPTIN7 chr7 35800932 35907110 106179 + HAVANA ENSG00000122545.21 protein_coding SEPTIN7 2 HGNC:1717 OTTHUMG00000155063.6 NA NA 35907105 106174 ENSG00000122545.20 NA NA NA NA NA NA
2714552 METTL23 chr17 76726830 76733936 7107 + HAVANA ENSG00000181038.14 protein_coding METTL23 2 HGNC:26988 OTTHUMG00000180371.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2125171 CCDC169 chr13 36222008 36297840 75833 - HAVANA ENSG00000242715.8 protein_coding CCDC169 2 HGNC:34361 OTTHUMG00000016731.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3139391 GTPBP1 chr22 38705742 38738299 32558 + HAVANA ENSG00000100226.16 protein_coding GTPBP1 1 HGNC:4669 OTTHUMG00000151002.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2639743 ATP6V0A1 chr17 42458844 42522582 63739 + HAVANA ENSG00000033627.17 protein_coding ATP6V0A1 1 HGNC:865 OTTHUMG00000180238.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3109786 SPECC1L chr22 24270817 24417739 146923 + HAVANA ENSG00000100014.20 protein_coding SPECC1L 2 HGNC:29022 OTTHUMG00000171450.9 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2804074 PLK5 chr19 1508023 1536046 28024 + HAVANA ENSG00000185988.15 protein_coding PLK5 1 HGNC:27001 OTTHUMG00000180073.9 NA NA NA NA NA NA NA NA NA NA NA
1433016 INTS8 chr8 94813311 94881746 68436 + HAVANA ENSG00000164941.14 protein_coding INTS8 1 HGNC:26048 OTTHUMG00000164695.4 NA NA NA NA NA NA NA NA NA NA NA
2391222 FURIN chr15 90868588 90883564 14977 + HAVANA ENSG00000140564.13 protein_coding FURIN 2 HGNC:8568 OTTHUMG00000149831.4 NA NA NA NA NA NA NA NA NA NA NA
1162765 RNF217 chr6 124962437 125092633 130197 + HAVANA ENSG00000146373.17 protein_coding RNF217 2 HGNC:21487 OTTHUMG00000015504.6 NA NA NA NA NA NA NA NA NA NA NA
2258060 TUNAR chr14 95866587 95925663 59077 + HAVANA ENSG00000250366.4 protein_coding TUNAR 2 HGNC:44088 OTTHUMG00000171392.4 NA 95876392 NA 49272 ENSG00000250366.3 NA NA NA NA NA NA
1362178 PRR23D1 chr8 7539627 7542450 2824 + HAVANA ENSG00000255251.2 protein_coding PRR23D1 2 HGNC:49420 OTTHUMG00000165386.1 NA NA NA NA NA NA NA NA NA NA NA
1788232 TTC17 chr11 43358920 43494933 136014 + HAVANA ENSG00000052841.15 protein_coding TTC17 2 HGNC:25596 OTTHUMG00000166398.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2021957 MYO1A chr12 57028517 57051198 22682 - HAVANA ENSG00000166866.13 protein_coding MYO1A 2 HGNC:7595 OTTHUMG00000149899.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1935769 TSPAN9 chr12 3077355 3286564 209210 + HAVANA ENSG00000011105.14 protein_coding TSPAN9 2 HGNC:21640 OTTHUMG00000150333.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2159224 LIG4 chr13 108207439 108218368 10930 - HAVANA ENSG00000174405.15 protein_coding LIG4 2 HGNC:6601 OTTHUMG00000017328.5 NA NA NA NA ENSG00000174405.14 NA NA NA NA NA NA
2099946 ATP6V0A2 chr12 123712353 123761755 49403 + HAVANA ENSG00000185344.15 protein_coding ATP6V0A2 2 HGNC:18481 OTTHUMG00000168723.4 NA NA NA NA NA NA NA NA NA NA NA
2351482 AAGAB chr15 67200667 67255195 54529 - HAVANA ENSG00000103591.13 protein_coding AAGAB 1 HGNC:25662 OTTHUMG00000172246.4 NA NA NA NA NA NA NA NA NA NA NA
1817177 LRRN4CL chr11 62686406 62689530 3125 - HAVANA ENSG00000177363.5 protein_coding LRRN4CL 2 HGNC:33724 OTTHUMG00000167581.2 NA NA NA NA NA NA NA NA NA NA NA
889290 DDX60 chr4 168216291 168318883 102593 - HAVANA ENSG00000137628.18 protein_coding DDX60 2 HGNC:25942 OTTHUMG00000161350.3 NA NA NA NA NA NA NA NA NA NA NA
2028602 EEF1AKMT3 chr12 57771492 57782541 11050 + HAVANA ENSG00000123427.17 protein_coding EEF1AKMT3 1 HGNC:24936 OTTHUMG00000170459.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2927593 BLOC1S3 chr19 45178784 45216933 38150 + HAVANA ENSG00000189114.8 protein_coding BLOC1S3 1 HGNC:20914 OTTHUMG00000181776.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
4350 TAS1R3 chr1 1331280 1335314 4035 + HAVANA ENSG00000169962.5 protein_coding TAS1R3 2 HGNC:15661 OTTHUMG00000003071.2 NA NA NA NA NA NA NA NA NA NA NA
433367 NCKAP5 chr2 132671788 133568463 896676 - HAVANA ENSG00000176771.18 protein_coding NCKAP5 1 HGNC:29847 OTTHUMG00000153573.11 overlapping_locus NA NA NA ENSG00000176771.17 NA NA NA NA NA NA
1318058 PTPRZ1 chr7 121873089 122062036 188948 + HAVANA ENSG00000106278.12 protein_coding PTPRZ1 1 HGNC:9685 OTTHUMG00000157057.7 NA NA NA NA NA NA NA NA NA NA NA
3033498 CDH22 chr20 46173739 46308498 134760 - HAVANA ENSG00000149654.11 protein_coding CDH22 2 HGNC:13251 OTTHUMG00000033073.3 NA NA NA NA NA NA NA NA NA NA NA
